Country name,year,Happiness Score,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Region Name,Death Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
Cyprus,2016,5.795,10.51,0.786,71.8,0.756,-0.035,0.898,0.631,0.336,Asia,32.0,0.58479532,3.28381742,3.76544568
Cyprus,2017,6.062,10.556,0.819,72.0,0.812,0.038,0.851,0.67,0.301,Asia,34.0,0.56356705,3.59837894,3.93411059
Cyprus,2018,6.276,10.599,0.826,72.2,0.794,-0.029,0.848,0.663,0.298,Asia,41.0,0.70531567,4.1373421,4.68090499
Cyprus,2019,6.137,10.639,0.776,72.4,0.74,-0.016,0.865,0.663,0.29,Asia,38.0,0.60683488,3.74549205,4.31532782
Cyprus,2020,6.26,10.583,0.806,72.6,0.763,-0.084,0.816,0.671,0.284,Asia,31.0,0.47458665,3.13595532,3.4597944
Czechia,2007,6.5,10.433,0.9,67.34,0.799,-0.067,0.928,0.66,0.277,Europe,1379.0,1.31790206,10.71399361,13.35892227
Czechia,2010,6.25,10.419,0.934,67.7,0.779,-0.046,0.926,0.648,0.244,Europe,1502.0,1.40578788,11.40685042,14.28130384
Czechia,2011,6.331,10.434,0.914,67.82,0.787,-0.11,0.95,0.623,0.253,Europe,1590.0,1.48809524,12.24107318,15.14765823
Czechia,2012,6.334,10.425,0.912,67.94,0.74,-0.158,0.957,0.635,0.257,Europe,1658.0,1.5325033,12.36218894,15.77652373
Czechia,2013,6.698,10.424,0.888,68.06,0.726,-0.16,0.916,0.656,0.253,Europe,1577.0,1.44466838,12.19112469,15.00373095
Czechia,2014,6.484,10.445,0.878,68.18,0.8,-0.172,0.897,0.638,0.235,Europe,1489.0,1.40917049,11.23038869,14.1475601
Czechia,2015,6.608,10.496,0.911,68.3,0.808,-0.15,0.886,0.689,0.206,Europe,1387.0,1.24760508,10.24917604,13.15572067
Czechia,2016,6.736,10.519,0.931,68.425,0.85,-0.202,0.9,0.71,0.201,Europe,1318.0,1.22320186,10.0422763,12.47481847
Czechia,2017,6.79,10.567,0.901,68.55,0.832,-0.181,0.867,0.672,0.227,Europe,1397.0,1.25355563,10.67653219,13.19228075
Czechia,2018,7.034,10.595,0.929,68.675,0.79,-0.297,0.851,0.674,0.178,Europe,1352.0,1.19730783,10.25171095,12.72299352
Czechia,2020,6.897,10.562,0.964,68.925,0.906,-0.133,0.884,0.748,0.29,Europe,1224.0,0.94671627,8.88580646,11.43908663
Czechia,2021,6.942,10.615,0.95,69.05,0.891,0.159,0.863,0.716,0.24,Europe,1221.0,0.87282241,9.07567859,11.62763014
Denmark,2007,7.834,10.889,0.954,68.74,0.932,0.236,0.206,0.778,0.194,Europe,581.0,1.05099401,8.40150753,10.64606595
Denmark,2008,7.971,10.878,0.954,68.96,0.97,0.268,0.248,0.759,0.163,Europe,603.0,1.11121349,8.74222916,10.98556355
Denmark,2009,7.683,10.822,0.939,69.18,0.949,0.259,0.206,0.782,0.234,Europe,622.0,1.1406356,8.69234407,11.26925716
Denmark,2010,7.771,10.836,0.975,69.4,0.944,0.238,0.175,0.796,0.155,Europe,563.0,1.04207156,7.85707804,10.15545421
Denmark,2011,7.788,10.845,0.962,69.62,0.935,0.293,0.22,0.778,0.175,Europe,589.0,1.12824442,8.37295068,10.58047846
Denmark,2012,7.52,10.844,0.951,69.84,0.933,0.135,0.187,0.783,0.209,Europe,661.0,1.27088501,9.21557297,11.83085634
Denmark,2013,7.589,10.849,0.965,70.06,0.92,0.211,0.17,0.826,0.195,Europe,610.0,1.16898547,8.37465146,10.87579768
Denmark,2014,7.508,10.86,0.956,70.28,0.942,0.114,0.237,0.78,0.233,Europe,629.0,1.23350264,8.69096687,11.15303794
Denmark,2015,7.514,10.876,0.96,70.5,0.941,0.218,0.191,0.801,0.218,Europe,564.0,1.07996324,7.59219514,9.93246627
Denmark,2016,7.558,10.9,0.954,70.625,0.948,0.134,0.21,0.786,0.208,Europe,577.0,1.099257,7.85197745,10.08085475
Denmark,2017,7.594,10.922,0.952,70.75,0.955,0.151,0.181,0.779,0.206,Europe,583.0,1.10118429,7.64503699,10.12178258
Denmark,2018,7.649,10.936,0.958,70.875,0.935,0.013,0.151,0.773,0.206,Europe,584.0,1.06452789,7.57402539,10.08824276
Denmark,2019,7.693,10.948,0.958,71.0,0.963,0.016,0.174,0.797,0.181,Europe,604.0,1.12755988,7.64271751,10.38963362
Denmark,2020,7.515,10.924,0.947,71.125,0.938,0.047,0.214,0.753,0.227,Europe,579.0,1.0643578,7.7584758,9.94046366
Dominican Republic,2006,5.088,9.306,0.919,65.36,0.858,0.035,0.755,0.733,0.274,North America and the Caribbean,159.0,0.62759029,1.95247315,1.72475774
Dominican Republic,2007,5.081,9.365,0.848,65.12,0.886,-0.01,0.772,0.723,0.26,North America and the Caribbean,174.0,0.70979848,2.08419176,1.86318224
Dominican Republic,2008,4.842,9.384,0.85,64.88,0.848,-0.048,0.728,0.654,0.329,North America and the Caribbean,189.0,0.76348212,2.23398444,1.99829246
Dominican Republic,2009,5.432,9.381,0.878,64.64,0.863,-0.055,0.806,0.709,0.28,North America and the Caribbean,210.0,0.8220465,2.38286411,2.19281369
Dominican Republic,2010,4.735,9.448,0.86,64.4,0.824,-0.077,0.78,0.707,0.282,North America and the Caribbean,210.0,0.72199684,2.43674407,2.16603795
Dominican Republic,2011,5.397,9.465,0.872,64.16,0.848,0.011,0.788,0.738,0.3,North America and the Caribbean,226.0,0.70519221,2.49572639,2.30301784
Dominican Republic,2012,4.753,9.479,0.879,63.92,0.84,-0.064,0.727,0.725,0.297,North America and the Caribbean,257.0,0.71155656,2.8185245,2.5878781
Dominican Republic,2013,5.016,9.515,0.878,63.68,0.889,0.018,0.752,0.766,0.295,North America and the Caribbean,446.0,1.18664361,4.74614599,4.43859178
Dominican Republic,2014,5.387,9.57,0.891,63.44,0.905,-0.023,0.76,0.772,0.3,North America and the Caribbean,572.0,1.27297815,5.98893929,5.62705069
Dominican Republic,2015,5.062,9.625,0.893,63.2,0.856,-0.068,0.755,0.695,0.295,North America and the Caribbean,581.0,1.45493702,5.98498044,5.65082749
Dominican Republic,2016,5.239,9.678,0.895,63.4,0.873,-0.083,0.737,0.725,0.278,North America and the Caribbean,592.0,1.4111029,5.99276597,5.6935444
Dominican Republic,2017,5.605,9.713,0.894,63.6,0.855,-0.124,0.76,0.71,0.275,North America and the Caribbean,652.0,1.53260307,6.49162211,6.20178398
Dominican Republic,2018,5.433,9.769,0.862,63.8,0.867,-0.153,0.762,0.719,0.291,North America and the Caribbean,714.0,1.54345006,6.97275577,6.71864615
Ecuador,2006,5.024,9.189,0.91,64.44,0.671,-0.094,0.901,0.785,0.357,Central and South America,900.0,1.55453839,6.70471151,6.40141844
Ecuador,2007,4.996,9.194,0.839,64.78,0.67,-0.066,0.83,0.803,0.286,Central and South America,1006.0,1.73535043,7.27971614,7.03665925
Ecuador,2008,5.297,9.238,0.829,65.12,0.64,-0.098,0.801,0.811,0.283,Central and South America,928.0,1.54795663,6.64818917,6.38426433
Ecuador,2009,6.022,9.227,0.779,65.46,0.737,-0.111,0.774,0.796,0.256,Central and South America,965.0,1.61834007,6.84964275,6.53155751
Ecuador,2010,5.838,9.245,0.839,65.8,0.723,-0.066,0.806,0.771,0.22,Central and South America,912.0,1.48013503,6.18932076,6.07549725
Ecuador,2011,5.795,9.305,0.818,66.14,0.788,-0.158,0.702,0.806,0.271,Central and South America,919.0,1.47502568,6.13001338,6.02864729
Ecuador,2012,5.961,9.343,0.785,66.48,0.825,-0.087,0.73,0.767,0.333,Central and South America,976.0,1.53674167,6.35571943,6.3073131
Ecuador,2013,6.019,9.376,0.801,66.82,0.787,-0.194,0.646,0.824,0.267,Central and South America,676.0,1.07124746,4.34778924,4.30368371
Ecuador,2014,5.946,9.399,0.831,67.16,0.719,-0.17,0.661,0.841,0.306,Central and South America,734.0,1.16543084,4.68913213,4.60135006
Ecuador,2015,5.964,9.385,0.856,67.5,0.801,-0.117,0.666,0.816,0.323,Central and South America,1073.0,1.65611977,6.69016883,6.61854599
Ecuador,2016,6.115,9.358,0.842,67.75,0.846,-0.019,0.774,0.807,0.365,Central and South America,1219.0,1.80576541,7.47978714,7.39185874
Ecuador,2017,5.84,9.366,0.849,68.0,0.879,-0.171,0.734,0.793,0.314,Central and South America,1184.0,1.70982136,7.13695907,7.05376548
Ecuador,2018,6.128,9.359,0.851,68.25,0.869,-0.103,0.831,0.817,0.328,Central and South America,1221.0,1.6962574,7.21718237,7.1468884
Ecuador,2019,5.809,9.341,0.808,68.5,0.83,-0.118,0.839,0.75,0.374,Central and South America,1195.0,1.62737808,6.91209829,6.87822751
Ecuador,2020,5.354,9.245,0.804,68.75,0.829,-0.16,0.855,0.755,0.416,Central and South America,1071.0,0.92714429,6.14429586,6.07037761
Ecuador,2021,5.435,9.275,0.786,69.0,0.821,-0.083,0.775,0.742,0.403,Central and South America,880.0,0.8361204,4.93278052,4.91936848
Egypt,2009,5.066,9.161,0.744,61.64,0.611,-0.099,0.801,0.549,0.339,Africa,52.0,0.01091082,0.07019919,0.06409087
Egypt,2010,4.669,9.191,0.769,61.7,0.486,-0.075,0.826,0.491,0.276,Africa,48.0,0.00976386,0.05830053,0.05799817
Egypt,2011,4.174,9.186,0.753,61.76,0.59,-0.151,0.859,0.456,0.353,Africa,177.0,0.03589761,0.21793303,0.20939497
Egypt,2012,4.204,9.186,0.737,61.82,0.452,-0.137,0.88,0.458,0.398,Africa,211.0,0.03986902,0.25288316,0.24415011
Egypt,2013,3.559,9.184,0.675,61.88,0.474,-0.14,0.913,0.487,0.483,Africa,149.0,0.02914807,0.17662092,0.16854318
Egypt,2014,4.885,9.19,0.619,61.94,0.578,-0.125,0.749,0.477,0.327,Africa,88.0,0.01654558,0.10260878,0.10136942
Egypt,2015,4.763,9.21,0.73,62.0,0.659,-0.088,0.684,0.554,0.344,Africa,49.0,0.00853839,0.0565963,0.0530059
Egypt,2016,4.557,9.232,0.809,62.25,0.656,-0.141,0.818,0.538,0.37,Africa,61.0,0.0109683,0.06627805,0.06458644
El Salvador,2006,5.701,8.885,0.878,65.12,0.683,-0.059,0.807,0.813,0.233,Central and South America,411.0,1.3067116,7.22087609,6.76053669
El Salvador,2007,5.296,8.902,0.717,64.94,0.639,-0.019,0.785,0.833,0.22,Central and South America,501.0,1.5981371,8.89426568,8.20529954
El Salvador,2008,5.191,8.919,0.747,64.76,0.636,-0.082,0.735,0.827,0.232,Central and South America,490.0,1.55092739,8.55561077,7.99117513
El Salvador,2009,6.839,8.894,0.734,64.58,0.671,-0.107,0.648,0.841,0.243,Central and South America,506.0,1.53930397,8.76435238,8.21737257
El Salvador,2010,6.74,8.911,0.757,64.4,0.669,-0.067,0.694,0.823,0.302,Central and South America,399.0,1.22445222,6.81938323,6.45226496
El Salvador,2011,4.741,8.945,0.731,64.22,0.747,-0.13,0.707,0.83,0.336,Central and South America,490.0,1.47759484,7.98463327,7.88977755
El Salvador,2012,5.934,8.968,0.806,64.04,0.683,-0.158,0.786,0.784,0.365,Central and South America,514.0,1.60014943,8.47483813,8.23992217
El Salvador,2013,6.325,8.987,0.827,63.86,0.716,-0.153,0.772,0.801,0.317,Central and South America,487.0,1.42202237,8.10378805,7.77201659
El Salvador,2014,5.857,9.0,0.798,63.68,0.778,-0.198,0.781,0.801,0.33,Central and South America,386.0,1.0300475,6.43823599,6.131726
El Salvador,2015,6.018,9.02,0.791,63.5,0.733,-0.16,0.805,0.816,0.333,Central and South America,346.0,0.84660745,5.50072921,5.47024849
El Salvador,2016,6.14,9.042,0.794,63.85,0.8,-0.189,0.797,0.742,0.346,Central and South America,268.0,0.68839742,4.32628161,4.2163935
El Salvador,2017,6.339,9.062,0.829,64.2,0.758,-0.176,0.778,0.8,0.268,Central and South America,268.0,0.6727752,4.31996124,4.19528356
El Salvador,2018,6.241,9.084,0.82,64.55,0.863,-0.1,0.801,0.817,0.27,Central and South America,232.0,0.61917852,3.71136164,3.6132873
Estonia,2006,5.371,10.269,0.91,65.78,0.749,-0.268,0.797,0.589,0.215,Europe,247.0,1.42642643,14.68011907,18.33963217
Estonia,2007,5.332,10.346,0.896,66.06,0.712,-0.25,0.743,0.589,0.176,Europe,253.0,1.4532713,15.24697404,18.87102068
Estonia,2008,5.452,10.296,0.904,66.34,0.642,-0.221,0.663,0.595,0.218,Europe,242.0,1.45127436,15.19266058,18.09900605
Estonia,2009,5.138,10.14,0.874,66.62,0.611,-0.233,0.793,0.591,0.243,Europe,269.0,1.67091124,16.19285175,20.15713574
Estonia,2011,5.487,10.24,0.909,67.18,0.735,-0.171,0.687,0.641,0.205,Europe,218.0,1.4338332,13.05667926,16.42260021
Estonia,2012,5.364,10.275,0.889,67.46,0.697,-0.195,0.793,0.627,0.199,Europe,237.0,1.53170038,13.91715098,17.8289057
Estonia,2013,5.367,10.293,0.901,67.74,0.754,-0.204,0.726,0.651,0.199,Europe,218.0,1.41797841,12.61785547,16.54025009
Estonia,2014,5.556,10.325,0.917,68.02,0.773,-0.156,0.652,0.62,0.203,Europe,241.0,1.55785391,15.18790348,18.33333967
Estonia,2015,5.629,10.343,0.918,68.3,0.815,-0.167,0.569,0.649,0.183,Europe,195.0,1.27927573,12.4357527,14.83331913
Estonia,2016,5.65,10.374,0.938,68.525,0.843,-0.153,0.639,0.657,0.177,Europe,183.0,1.18962491,10.85968471,13.90799972
Estonia,2017,5.938,10.429,0.936,68.75,0.862,-0.105,0.668,0.74,0.16,Europe,226.0,1.46354099,13.63970595,17.12912786
Estonia,2018,6.091,10.463,0.933,68.975,0.886,-0.145,0.621,0.73,0.163,Europe,196.0,1.25592721,11.44238067,14.8157107
Estonia,2019,6.035,10.496,0.934,69.2,0.887,-0.099,0.576,0.738,0.156,Europe,193.0,1.27090741,11.96191512,14.5589176
Estonia,2020,6.453,10.488,0.958,69.425,0.954,-0.088,0.398,0.762,0.188,Europe,210.0,1.33877343,13.08867535,15.83071687
Estonia,2021,6.554,10.564,0.946,69.65,0.926,0.047,0.441,0.761,0.176,Europe,186.0,1.0122449,12.00315653,14.03577614
Finland,2006,7.672,10.745,0.965,68.72,0.969,-0.009,0.132,0.683,0.172,Europe,1062.0,2.20762483,17.63195527,20.16608346
Finland,2008,7.671,10.796,0.951,69.16,0.934,0.023,0.217,0.691,0.144,Europe,1033.0,2.10429823,17.13922855,19.44141594
Finland,2010,7.393,10.734,0.935,69.6,0.916,0.087,0.413,0.758,0.202,Europe,954.0,1.87389511,15.89343633,17.78738371
Finland,2011,7.354,10.754,0.938,69.82,0.936,0.097,0.32,0.709,0.205,Europe,912.0,1.8035121,14.8454362,16.92564889
Finland,2012,7.42,10.735,0.928,70.04,0.921,-0.005,0.361,0.742,0.202,Europe,873.0,1.6873804,14.15858491,16.12494784
Finland,2013,7.445,10.722,0.941,70.26,0.919,0.035,0.306,0.752,0.195,Europe,887.0,1.72306616,14.29937124,16.30822883
Finland,2014,7.385,10.714,0.952,70.48,0.933,-0.005,0.265,0.766,0.199,Europe,789.0,1.50546662,12.83105533,14.44655019
Finland,2015,7.448,10.716,0.948,70.7,0.93,0.107,0.223,0.736,0.191,Europe,731.0,1.3976521,11.65536523,13.33668545
Finland,2016,7.66,10.741,0.954,70.775,0.948,-0.031,0.25,0.769,0.182,Europe,787.0,1.45837966,12.57247212,14.32132262
Finland,2017,7.788,10.77,0.964,70.85,0.962,-0.007,0.192,0.756,0.176,Europe,824.0,1.53530837,13.42762563,14.95947824
Finland,2018,7.858,10.78,0.962,70.925,0.938,-0.131,0.199,0.749,0.182,Europe,810.0,1.48561158,12.90389954,14.68581867
Finland,2019,7.78,10.791,0.937,71.0,0.948,-0.056,0.195,0.732,0.181,Europe,746.0,1.38245432,12.27200915,13.51056319
Finland,2020,7.889,10.767,0.962,71.075,0.962,-0.121,0.164,0.748,0.193,Europe,717.0,1.29193845,11.7067027,12.9667147
France,2006,6.583,10.654,0.944,70.8,0.789,0.122,0.699,0.694,0.289,Europe,10423.0,2.02014916,13.59421278,16.92110227
France,2006,6.583,10.654,0.944,70.8,0.789,0.122,0.699,0.694,0.289,Central and South America,13.0,1.79063361,7.21662376,6.19372052
France,2006,6.583,10.654,0.944,70.8,0.789,0.122,0.699,0.694,0.289,North America and the Caribbean,39.0,1.33836651,8.64594582,9.70600752
France,2006,6.583,10.654,0.944,70.8,0.789,0.122,0.699,0.694,0.289,North America and the Caribbean,36.0,1.35542169,7.43535571,9.04870465
France,2006,6.583,10.654,0.944,70.8,0.789,0.122,0.699,0.694,0.289,Africa,92.0,2.12864415,11.59702134,11.49224274
France,2008,7.008,10.669,0.935,71.0,0.833,-0.035,0.669,0.702,0.281,Europe,10353.0,1.94432029,13.2217429,16.6166866
France,2008,7.008,10.669,0.935,71.0,0.833,-0.035,0.669,0.702,0.281,Central and South America,20.0,2.58397933,10.26303253,9.00917134
France,2008,7.008,10.669,0.935,71.0,0.833,-0.035,0.669,0.702,0.281,North America and the Caribbean,43.0,1.53901217,9.63514078,10.64448653
France,2008,7.008,10.669,0.935,71.0,0.833,-0.035,0.669,0.702,0.281,North America and the Caribbean,50.0,1.79275726,12.21829421,12.57330235
France,2008,7.008,10.669,0.935,71.0,0.833,-0.035,0.669,0.702,0.281,Africa,93.0,2.25837785,11.52554178,11.39261905
France,2009,6.283,10.635,0.918,71.1,0.798,-0.086,0.654,0.691,0.303,Europe,10499.0,1.95440406,13.33087946,16.76730697
France,2009,6.283,10.635,0.918,71.1,0.798,-0.086,0.654,0.691,0.303,Central and South America,16.0,2.27920228,8.27119972,7.03173068
France,2009,6.283,10.635,0.918,71.1,0.798,-0.086,0.654,0.691,0.303,North America and the Caribbean,39.0,1.33470226,9.18771676,9.61898936
France,2009,6.283,10.635,0.918,71.1,0.798,-0.086,0.654,0.691,0.303,North America and the Caribbean,26.0,0.94271211,6.65252718,6.55630225
France,2009,6.283,10.635,0.918,71.1,0.798,-0.086,0.654,0.691,0.303,Africa,99.0,2.4122807,11.84248752,12.02153677
France,2010,6.798,10.649,0.943,71.2,0.85,-0.107,0.623,0.729,0.261,Europe,10379.0,1.91644386,13.06347951,16.49231474
France,2010,6.798,10.649,0.943,71.2,0.85,-0.107,0.623,0.729,0.261,Central and South America,16.0,2.07522698,7.2010608,6.86689385
France,2010,6.798,10.649,0.943,71.2,0.85,-0.107,0.623,0.729,0.261,North America and the Caribbean,44.0,1.45791915,10.31616204,10.83554354
France,2010,6.798,10.649,0.943,71.2,0.85,-0.107,0.623,0.729,0.261,North America and the Caribbean,26.0,0.9110021,6.20744485,6.58789904
France,2010,6.798,10.649,0.943,71.2,0.85,-0.107,0.623,0.729,0.261,Africa,89.0,2.10103872,10.59992769,10.71619072
France,2011,6.959,10.666,0.921,71.3,0.903,-0.106,0.627,0.718,0.281,Europe,10408.0,1.93951862,12.94706762,16.46198713
France,2011,6.959,10.666,0.921,71.3,0.903,-0.106,0.627,0.718,0.281,Central and South America,21.0,3.03030303,9.6055435,8.80139649
France,2011,6.959,10.666,0.921,71.3,0.903,-0.106,0.627,0.718,0.281,North America and the Caribbean,32.0,1.1287478,7.35757558,7.92129206
France,2011,6.959,10.666,0.921,71.3,0.903,-0.106,0.627,0.718,0.281,North America and the Caribbean,37.0,1.35531136,7.96074857,9.47921937
France,2011,6.959,10.666,0.921,71.3,0.903,-0.106,0.627,0.718,0.281,Africa,76.0,1.88398612,8.93411486,9.14271966
France,2012,6.649,10.664,0.937,71.4,0.841,-0.153,0.608,0.705,0.253,Europe,9743.0,1.74464412,11.94515362,15.33869896
France,2012,6.649,10.664,0.937,71.4,0.841,-0.153,0.608,0.705,0.253,Central and South America,19.0,2.41116751,8.5640152,7.79755895
France,2012,6.649,10.664,0.937,71.4,0.841,-0.153,0.608,0.705,0.253,North America and the Caribbean,40.0,1.39082058,9.27944906,9.89002294
France,2012,6.649,10.664,0.937,71.4,0.841,-0.153,0.608,0.705,0.253,Africa,84.0,2.00956938,9.63912882,9.95279531
France,2013,6.667,10.665,0.908,71.5,0.878,-0.128,0.699,0.741,0.205,Europe,9600.0,1.72652244,11.69272655,15.0513216
France,2013,6.667,10.665,0.908,71.5,0.878,-0.128,0.699,0.741,0.205,Central and South America,19.0,2.49343832,8.10351523,7.62886764
France,2013,6.667,10.665,0.908,71.5,0.878,-0.128,0.699,0.741,0.205,North America and the Caribbean,39.0,1.32562882,8.74126166,9.6815274
France,2013,6.667,10.665,0.908,71.5,0.878,-0.128,0.699,0.741,0.205,North America and the Caribbean,27.0,0.93232044,6.34022554,7.02071892
France,2013,6.667,10.665,0.908,71.5,0.878,-0.128,0.699,0.741,0.205,Africa,93.0,2.18669175,10.48152447,10.93456428
France,2014,6.467,10.669,0.878,71.6,0.803,-0.122,0.656,0.759,0.216,Europe,8881.0,1.63068426,10.7044288,13.8485443
France,2014,6.467,10.669,0.878,71.6,0.803,-0.122,0.656,0.759,0.216,Central and South America,15.0,1.92307692,6.4746514,5.88759405
France,2014,6.467,10.669,0.878,71.6,0.803,-0.122,0.656,0.759,0.216,North America and the Caribbean,25.0,0.76242757,5.39250762,6.22953597
France,2014,6.467,10.669,0.878,71.6,0.803,-0.122,0.656,0.759,0.216,North America and the Caribbean,32.0,0.96560048,6.61829679,8.39590909
France,2014,6.467,10.669,0.878,71.6,0.803,-0.122,0.656,0.759,0.216,Africa,82.0,1.88549092,9.35183562,9.56869683
France,2015,6.358,10.677,0.896,71.7,0.817,-0.143,0.641,0.74,0.215,Europe,8960.0,1.54511796,10.6445603,13.90155958
France,2015,6.358,10.677,0.896,71.7,0.817,-0.143,0.641,0.74,0.215,North America and the Caribbean,23.0,0.79146593,6.08849743,5.74633671
France,2015,6.358,10.677,0.896,71.7,0.817,-0.143,0.641,0.74,0.215,Central and South America,19.0,2.28365385,7.78284386,7.27972138
France,2015,6.358,10.677,0.896,71.7,0.817,-0.143,0.641,0.74,0.215,North America and the Caribbean,20.0,0.65466448,4.98014683,5.284323
France,2015,6.358,10.677,0.896,71.7,0.817,-0.143,0.641,0.74,0.215,Africa,99.0,2.18494814,10.8915419,11.46678744
France,2016,6.475,10.685,0.885,71.8,0.787,-0.095,0.623,0.715,0.27,Europe,8439.0,1.45628555,9.97540087,13.04981246
France,2016,6.475,10.685,0.885,71.8,0.787,-0.095,0.623,0.715,0.27,North America and the Caribbean,22.0,0.68174775,5.00743112,5.50326068
France,2016,6.475,10.685,0.885,71.8,0.787,-0.095,0.623,0.715,0.27,Central and South America,20.0,2.21975583,8.83420139,7.4676743
France,2016,6.475,10.685,0.885,71.8,0.787,-0.095,0.623,0.715,0.27,North America and the Caribbean,26.0,0.79147641,5.7203978,6.90037713
France,2016,6.475,10.685,0.885,71.8,0.787,-0.095,0.623,0.715,0.27,Africa,85.0,1.80313958,9.14891207,9.77300191
France,2017,6.635,10.705,0.931,71.9,0.834,-0.127,0.601,0.716,0.242,Europe,8220.0,1.39011967,9.61363161,12.66540409
Georgia,2006,3.675,8.993,0.647,63.3,0.553,-0.27,0.752,0.353,0.269,Asia,72.0,0.17039404,1.42749497,1.63710778
Georgia,2007,3.707,9.117,0.548,63.4,0.464,-0.27,0.697,0.351,0.236,Asia,104.0,0.25256205,1.98513717,2.36988424
Georgia,2009,3.801,9.116,0.544,63.6,0.495,-0.235,0.535,0.391,0.242,Asia,188.0,0.40321716,3.60260848,4.26216872
Georgia,2010,4.102,9.184,0.54,63.7,0.558,-0.251,0.46,0.402,0.243,Asia,113.0,0.23608558,2.09136633,2.52841672
Georgia,2011,4.203,9.263,0.503,63.8,0.632,-0.258,0.353,0.421,0.247,Asia,99.0,0.19872335,1.82645554,2.2081456
Georgia,2012,4.254,9.332,0.533,63.9,0.659,-0.272,0.321,0.443,0.25,Asia,105.0,0.21277458,1.96016076,2.33816554
Georgia,2013,4.349,9.371,0.559,64.0,0.722,-0.257,0.349,0.467,0.2,Asia,158.0,0.32541758,2.8763545,3.52112676
Georgia,2014,4.288,9.414,0.558,64.1,0.72,-0.236,0.416,0.458,0.204,Asia,195.0,0.39725386,4.13736773,5.23209015
Georgia,2015,4.122,9.442,0.517,64.2,0.64,-0.208,0.502,0.448,0.233,Asia,195.0,0.39697889,4.22729732,5.23451148
Georgia,2016,4.448,9.47,0.533,64.325,0.606,-0.252,0.561,0.475,0.223,Asia,163.0,0.32104942,3.80250186,4.37289823
Georgia,2017,4.451,9.517,0.59,64.45,0.821,-0.247,0.59,0.496,0.21,Asia,150.0,0.31366317,3.26390918,4.02360137
Georgia,2018,4.659,9.565,0.617,64.575,0.775,-0.236,0.755,0.479,0.244,Asia,250.0,0.53735706,5.58540142,6.70862059
Georgia,2019,4.892,9.615,0.675,64.7,0.811,-0.263,0.647,0.503,0.244,Asia,261.0,0.55937761,6.12577193,7.01582539
Georgia,2020,5.123,9.544,0.718,64.825,0.764,-0.223,0.583,0.573,0.295,Asia,202.0,0.39970715,4.76001075,5.42614659
Georgia,2021,4.911,9.648,0.671,64.95,0.777,-0.287,0.723,0.51,0.24,Asia,178.0,0.29713217,4.31003219,4.79964191
Germany,2007,6.417,10.76,0.926,69.94,0.801,0.163,0.792,0.647,0.231,Europe,9409.0,1.13751353,8.29472639,11.43775567
Germany,2009,6.641,10.715,0.935,69.98,0.844,0.123,0.69,0.684,0.206,Europe,9579.0,1.12094872,8.40464017,11.69957485
Germany,2010,6.725,10.758,0.939,70.0,0.843,0.091,0.688,0.698,0.182,Europe,10030.0,1.16795223,8.83804845,12.267992
Germany,2011,6.621,10.815,0.947,70.02,0.906,0.029,0.677,0.686,0.165,Europe,10153.0,1.19120808,8.76634887,12.41513583
Germany,2012,6.702,10.817,0.926,70.04,0.904,0.067,0.679,0.699,0.17,Europe,9896.0,1.13801804,8.50363433,12.08046906
Germany,2013,6.965,10.819,0.931,70.06,0.894,0.02,0.566,0.693,0.205,Europe,10091.0,1.1289682,8.70956151,12.51277116
Germany,2014,6.984,10.837,0.938,70.08,0.899,0.083,0.474,0.739,0.188,Europe,10217.0,1.17659117,8.76448518,12.61630599
Germany,2015,7.037,10.843,0.926,70.1,0.889,0.173,0.412,0.722,0.203,Europe,10088.0,1.09035884,8.5260351,12.34963708
Germany,2016,6.874,10.857,0.906,70.3,0.871,0.144,0.446,0.709,0.187,Europe,9852.0,1.08156887,8.28556884,11.96376349
Germany,2017,7.074,10.879,0.892,70.5,0.841,0.141,0.414,0.707,0.196,Europe,9242.0,0.99134158,7.66296308,11.18114578
Germany,2018,7.118,10.886,0.92,70.7,0.877,0.03,0.496,0.74,0.243,Europe,9409.0,0.98536561,7.72528906,11.3490275
Germany,2019,7.035,10.894,0.886,70.9,0.885,0.053,0.462,0.712,0.226,Europe,9051.0,0.96336427,7.38283728,10.89261928
Germany,2020,7.312,10.856,0.905,71.1,0.864,-0.066,0.424,0.698,0.206,Europe,9221.0,0.93559882,7.50855233,11.08814745
Greece,2007,6.647,10.535,0.808,69.76,0.575,-0.194,0.845,0.629,0.222,Europe,328.0,0.29846672,2.39143006,2.93044246
Greece,2009,6.039,10.483,0.793,69.92,0.443,-0.297,0.959,0.614,0.254,Europe,391.0,0.36098083,2.72451985,3.46546689
Greece,2010,5.84,10.425,0.868,70.0,0.484,-0.306,0.954,0.581,0.292,Europe,377.0,0.34560522,2.57004841,3.3340535
Greece,2011,5.372,10.32,0.852,70.08,0.528,-0.319,0.941,0.552,0.323,Europe,477.0,0.4293468,3.37444378,4.2212296
Greece,2012,5.096,10.251,0.812,70.16,0.373,-0.308,0.959,0.544,0.352,Europe,508.0,0.4354236,3.57905182,4.57955411
Greece,2013,4.72,10.233,0.687,70.24,0.426,-0.275,0.941,0.571,0.482,Europe,533.0,0.47676977,3.85656136,4.86081428
