Country name,year,Happiness Score,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Region Name,Death Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
Sweden,2011,7.382,10.799,0.921,71.24,0.941,0.158,0.269,0.762,0.179,Europe,1112.0,1.23636606,10.01546708,11.76817583
Sweden,2012,7.56,10.785,0.929,71.28,0.944,0.129,0.254,0.796,0.17,Europe,1154.0,1.25448418,10.02744286,12.12264461
Sweden,2013,7.434,10.789,0.916,71.32,0.936,0.156,0.324,0.782,0.184,Europe,1230.0,1.35904094,10.67278126,12.81199486
Sweden,2014,7.239,10.805,0.933,71.36,0.945,0.198,0.25,0.793,0.208,Europe,1148.0,1.28898969,9.89832404,11.83980028
Sweden,2015,7.289,10.838,0.929,71.4,0.935,0.208,0.232,0.766,0.191,Europe,1182.0,1.29887255,10.12165056,12.19045639
Sweden,2016,7.369,10.846,0.912,71.525,0.918,0.142,0.246,0.752,0.201,Europe,1135.0,1.24628037,9.58870077,11.43797519
Sweden,2017,7.287,10.858,0.914,71.65,0.935,0.167,0.239,0.756,0.175,Europe,1190.0,1.29242465,9.90537387,11.83173385
Sweden,2018,7.375,10.866,0.931,71.775,0.942,0.073,0.263,0.747,0.161,Europe,1272.0,1.37886179,10.76114601,12.5009662
Switzerland,2006,7.473,11.069,0.951,71.16,0.919,0.285,0.408,0.742,0.212,Europe,1309.0,2.17142478,13.10630632,17.49079862
Switzerland,2009,7.525,11.078,0.938,71.34,0.891,0.119,0.342,0.741,0.202,Europe,1105.0,1.76995403,11.15159134,14.26942113
Switzerland,2012,7.776,11.107,0.947,71.52,0.945,0.132,0.323,0.793,0.176,Europe,1038.0,1.61750269,9.83920062,12.98009306
Switzerland,2014,7.493,11.125,0.959,71.64,0.949,0.054,0.283,0.788,0.189,Europe,1032.0,1.61595916,9.20928266,12.57616072
Switzerland,2015,7.572,11.13,0.938,71.7,0.928,0.102,0.21,0.794,0.166,Europe,1073.0,1.58713724,9.78152385,12.95518677
Switzerland,2016,7.459,11.139,0.928,71.9,0.934,0.081,0.302,0.758,0.206,Europe,1018.0,1.56702174,9.0394229,12.15763654
Switzerland,2017,7.474,11.143,0.95,72.1,0.925,0.173,0.316,0.734,0.196,Europe,1043.0,1.55739051,9.26062836,12.34050664
Switzerland,2018,7.509,11.164,0.93,72.3,0.926,0.094,0.301,0.756,0.192,Europe,1004.0,1.49654186,8.9180193,11.79188636
Switzerland,2019,7.694,11.168,0.949,72.5,0.913,0.029,0.294,0.743,0.171,Europe,1018.0,1.50191797,8.73301192,11.87133248
Switzerland,2020,7.508,11.137,0.946,72.7,0.917,-0.072,0.28,0.73,0.193,Europe,972.0,1.27567426,8.52063979,11.2309931
Syria,2008,5.323,8.658,0.712,68.62,0.661,0.119,0.68,0.562,0.338,Asia,34.0,0.05072507,0.22239521,0.16453706
Syria,2009,4.979,8.656,0.842,66.86,0.748,0.079,0.688,0.491,0.292,Asia,21.0,0.0331565,0.12016224,0.09902917
Syria,2010,4.465,8.733,0.934,65.1,0.647,0.005,0.743,0.489,0.225,Asia,32.0,0.04774409,0.17135303,0.149795
Tajikistan,2016,5.104,8.036,0.857,61.55,0.703,0.004,0.632,0.587,0.22,Asia,236.0,0.69155483,3.14729691,2.72404742
Tajikistan,2017,5.829,8.082,0.663,61.7,0.832,0.119,0.718,0.581,0.278,Asia,177.0,0.55271047,2.1639581,2.04695815
Thailand,2006,5.885,9.452,0.894,66.38,0.863,0.329,0.935,0.75,0.164,Asia,3612.0,0.92348757,5.04738205,5.48831609
Thailand,2007,5.784,9.498,0.889,66.56,0.87,0.388,0.898,0.784,0.18,Asia,3756.0,0.95510789,5.51312513,5.96820311
Thailand,2008,5.636,9.507,0.832,66.74,0.868,0.423,0.933,0.777,0.145,Asia,3778.0,0.95085408,5.49713354,5.97652211
Thailand,2009,5.476,9.493,0.893,66.92,0.868,0.523,0.904,0.808,0.166,Asia,3787.0,0.96178511,5.4747843,5.96777944
Thailand,2010,6.217,9.559,0.898,67.1,0.86,0.534,0.917,0.821,0.182,Asia,3761.0,0.91434878,5.40745987,5.90408079
Thailand,2011,6.664,9.561,0.884,67.28,0.927,0.398,0.923,0.834,0.117,Asia,3873.0,0.93399571,5.4648005,6.03449613
Thailand,2012,6.3,9.624,0.906,67.46,0.847,0.378,0.909,0.733,0.138,Asia,3985.0,0.95991482,5.59549462,6.20075525
Thailand,2013,6.231,9.645,0.926,67.64,0.781,0.454,0.925,0.782,0.141,Asia,3961.0,0.92967036,5.45941693,6.12955771
Thailand,2014,6.985,9.649,0.933,67.82,0.9,0.551,0.92,0.768,0.169,Asia,3952.0,0.90720438,5.3853124,6.08418281
Thailand,2015,6.202,9.675,0.866,68.0,0.885,0.314,0.914,0.884,0.174,Asia,4205.0,0.94290122,5.64699465,6.46650479
Thailand,2016,6.074,9.705,0.908,68.075,0.924,0.354,0.878,0.811,0.218,Asia,4131.0,0.88065063,5.53525088,6.35406541
Thailand,2017,5.939,9.741,0.877,68.15,0.923,0.211,0.884,0.776,0.232,Asia,4329.0,0.94517587,5.76109437,6.63908209
Thailand,2018,6.012,9.78,0.873,68.225,0.905,0.257,0.907,0.783,0.198,Asia,4758.0,1.030276,6.31330251,7.27452638
Thailand,2019,6.022,9.798,0.903,68.3,0.898,0.307,0.877,0.792,0.208,Asia,5870.0,1.18744424,7.7006402,8.95403262
Trinidad and Tobago,2006,5.832,10.172,0.887,61.78,0.84,0.141,0.917,0.75,0.229,North America and the Caribbean,141.0,1.45902318,10.31493982,10.82482893
Trinidad and Tobago,2008,6.696,10.24,0.858,62.54,0.838,0.087,0.959,0.802,0.184,North America and the Caribbean,199.0,1.90194017,14.21067564,15.13949255
Trinidad and Tobago,2011,6.519,10.206,0.863,63.68,0.775,0.078,0.9,0.827,0.134,North America and the Caribbean,139.0,1.47276965,9.6792594,10.40280561
Turkiye,2009,5.213,9.825,0.755,66.74,0.456,-0.23,0.853,0.454,0.316,Asia,1103.0,0.39182392,1.46261075,1.53111071
Turkiye,2010,5.49,9.893,0.795,66.9,0.515,-0.19,0.811,0.532,0.327,Asia,1524.0,0.51748551,2.09050608,2.08361389
Turkiye,2011,5.272,9.986,0.692,67.06,0.446,-0.245,0.649,0.512,0.38,Asia,1148.0,0.3676553,1.54316721,1.54667728
Turkiye,2012,5.309,10.018,0.739,67.22,0.471,-0.219,0.702,0.506,0.335,Asia,1450.0,0.45175984,1.90555817,1.92881152
Turkiye,2013,4.888,10.082,0.795,67.38,0.541,-0.232,0.698,0.551,0.392,Asia,1811.0,0.50652667,2.34340758,2.38118353
Turkiye,2014,5.58,10.111,0.863,67.54,0.649,-0.026,0.764,0.41,0.377,Asia,1617.0,0.42152955,2.0603148,2.09505122
Turkiye,2015,5.514,10.15,0.851,67.7,0.653,-0.019,0.806,0.391,0.382,Asia,1532.0,0.3859224,1.91433253,1.95861645
Turkiye,2016,5.326,10.166,0.88,67.875,0.644,-0.068,0.764,0.414,0.39,Asia,1856.0,0.44177433,2.27686397,2.34112981
Turkiye,2017,5.607,10.225,0.876,68.05,0.644,-0.24,0.671,0.393,0.313,Asia,2730.0,0.6441429,3.29450683,3.39921337
Turkiye,2018,5.186,10.246,0.847,68.225,0.529,-0.179,0.805,0.379,0.351,Asia,3342.0,0.78368105,3.98114177,4.10528778
Turkiye,2019,4.872,10.245,0.792,68.4,0.631,-0.139,0.76,0.347,0.368,Asia,3406.0,0.78129839,3.99159075,4.12451332
Ukraine,2006,4.804,9.414,0.852,60.92,0.624,-0.263,0.929,0.551,0.249,Europe,10013.0,1.32081594,17.82473665,21.4836986
Ukraine,2007,5.252,9.499,0.82,61.24,0.494,-0.247,0.968,0.559,0.208,Europe,10037.0,1.31567736,18.13430387,21.66461612
Ukraine,2008,5.172,9.527,0.86,61.56,0.487,-0.271,0.929,0.545,0.186,Europe,9458.0,1.25361185,17.01031804,20.52613845
Ukraine,2009,5.166,9.367,0.845,61.88,0.46,-0.247,0.962,0.545,0.189,Europe,9716.0,1.37476494,17.5992657,21.18022602
Ukraine,2010,5.058,9.411,0.884,62.2,0.484,-0.194,0.954,0.472,0.227,Europe,9091.0,1.30199718,16.58692782,19.89696476
Ukraine,2011,5.083,9.468,0.859,62.52,0.579,-0.233,0.933,0.539,0.22,Europe,8973.0,1.3501598,16.44302482,19.70973294
Ukraine,2012,5.03,9.472,0.898,62.84,0.564,-0.229,0.896,0.509,0.193,Europe,9060.0,1.3662294,16.56887915,19.95024023
Ukraine,2014,4.297,9.424,0.877,63.48,0.533,0.081,0.927,0.543,0.249,Europe,7970.0,1.2604856,15.32567277,18.60776905
Ukraine,2015,3.965,9.325,0.909,63.8,0.431,-0.036,0.952,0.531,0.241,Europe,7575.0,1.27354589,14.55059991,17.75032706
Ukraine,2017,4.311,9.381,0.858,64.05,0.599,-0.005,0.937,0.528,0.235,Europe,6488.0,1.13007143,12.5090994,15.33232145
Ukraine,2018,4.662,9.42,0.901,64.175,0.663,-0.078,0.943,0.55,0.222,Europe,6279.0,1.06846588,12.06970328,14.91443086
Ukraine,2019,4.702,9.458,0.883,64.3,0.715,-0.084,0.885,0.549,0.201,Europe,6190.0,1.06519547,11.91124647,14.78803231
United Kingdom,2007,6.802,10.699,0.97,69.22,0.838,0.332,0.498,0.686,0.241,Europe,3897.0,0.67810826,5.72951911,6.3911067
United Kingdom,2008,6.986,10.689,0.954,69.28,0.759,0.327,0.548,0.724,0.218,Europe,4259.0,0.73469416,6.24945188,6.93838539
United Kingdom,2009,6.907,10.636,0.964,69.34,0.816,0.337,0.559,0.739,0.231,Europe,4246.0,0.75873321,6.17121533,6.87144456
United Kingdom,2010,7.029,10.652,0.955,69.4,0.841,0.399,0.587,0.753,0.176,Europe,4188.0,0.74563887,5.99867489,6.72641775
United Kingdom,2011,6.869,10.655,0.949,69.46,0.9,0.332,0.438,0.742,0.174,Europe,4393.0,0.79549899,6.29041295,6.99288877
United Kingdom,2012,6.881,10.662,0.935,69.52,0.889,0.367,0.425,0.739,0.184,Europe,4444.0,0.78098639,6.2706879,6.97590128
United Kingdom,2013,6.918,10.673,0.937,69.58,0.905,0.342,0.568,0.719,0.252,Europe,4824.0,0.8368346,6.64779823,7.52507727
United Kingdom,2014,6.758,10.698,0.91,69.64,0.857,0.35,0.484,0.74,0.251,Europe,4788.0,0.83949777,6.59164275,7.41213738
United Kingdom,2015,6.515,10.713,0.936,69.7,0.833,0.296,0.456,0.74,0.219,Europe,4910.0,0.81455786,6.69976757,7.54108038
United Kingdom,2016,6.824,10.727,0.954,69.8,0.821,0.246,0.458,0.732,0.23,Europe,4788.0,0.80173609,6.59540072,7.29343782
United Kingdom,2017,7.103,10.744,0.937,69.9,0.813,0.286,0.419,0.712,0.21,Europe,4675.0,0.77138977,6.3869153,7.07901846
United Kingdom,2018,7.233,10.755,0.928,70.0,0.838,0.221,0.404,0.736,0.228,Europe,5175.0,0.84188778,7.30302294,8.01655559
United Kingdom,2019,7.157,10.766,0.943,70.1,0.854,0.265,0.485,0.739,0.251,Europe,5686.0,0.94229714,7.84380804,8.51238293
United Kingdom,2020,6.798,10.645,0.929,70.2,0.885,0.197,0.49,0.717,0.225,Europe,5527.0,0.802403,7.55823481,8.2395957
United States,2008,7.28,10.923,0.953,66.74,0.878,0.25,0.668,0.774,0.227,North America and the Caribbean,36035.0,1.45773597,10.70101039,11.87369387
United States,2009,7.158,10.888,0.912,66.72,0.831,0.196,0.665,0.753,0.262,North America and the Caribbean,36912.0,1.51406267,10.82899519,12.05063276
United States,2010,7.164,10.906,0.926,66.7,0.828,0.239,0.69,0.776,0.231,North America and the Caribbean,38369.0,1.55384872,11.15787016,12.416691
United States,2011,7.115,10.914,0.922,66.68,0.863,0.156,0.697,0.737,0.273,North America and the Caribbean,39518.0,1.57100615,11.40299647,12.68293431
United States,2012,7.026,10.93,0.903,66.66,0.823,0.21,0.71,0.765,0.26,North America and the Caribbean,40600.0,1.59636438,11.58436263,12.92812946
United States,2013,7.249,10.941,0.925,66.64,0.792,0.269,0.747,0.776,0.26,North America and the Caribbean,41149.0,1.58448637,11.59379327,13.00535083
United States,2014,7.151,10.956,0.902,66.62,0.866,0.217,0.702,0.786,0.281,North America and the Caribbean,42773.0,1.62856788,11.93623283,13.42220547
United States,2015,6.864,10.976,0.904,66.6,0.849,0.215,0.698,0.769,0.275,North America and the Caribbean,44193.0,1.62915694,12.28639091,13.77251083
United States,2016,6.804,10.985,0.897,66.475,0.758,0.14,0.739,0.737,0.264,North America and the Caribbean,44965.0,1.63851809,12.45676459,13.92036329
United States,2017,6.992,11.001,0.921,66.35,0.868,0.193,0.681,0.755,0.268,North America and the Caribbean,47173.0,1.67666429,13.07031885,14.51098494
United States,2018,6.883,11.024,0.904,66.225,0.825,0.112,0.71,0.757,0.292,North America and the Caribbean,48344.0,1.70273017,13.24568981,14.77974687
United States,2019,6.944,11.043,0.917,66.1,0.836,0.14,0.707,0.755,0.244,North America and the Caribbean,47511.0,1.66422753,12.92321866,14.43818455
United States,2020,7.028,11.005,0.937,65.975,0.85,0.029,0.678,0.722,0.295,North America and the Caribbean,45979.0,1.35882631,12.53162095,13.8908253
Uruguay,2006,5.786,9.629,0.912,66.78,0.807,-0.122,0.477,0.701,0.306,Central and South America,532.0,1.73992674,14.30301237,15.99807061
Uruguay,2007,5.694,9.691,0.875,66.86,0.786,-0.175,0.614,0.71,0.274,Central and South America,591.0,1.74940059,15.82014518,17.73843108
Uruguay,2008,5.664,9.758,0.879,66.94,0.808,-0.152,0.597,0.685,0.264,Central and South America,529.0,1.70271662,14.23057142,15.83727544
Uruguay,2009,6.296,9.797,0.924,67.02,0.825,-0.128,0.544,0.722,0.255,Central and South America,514.0,1.6595099,13.82594198,15.34476767
Uruguay,2010,6.062,9.87,0.893,67.1,0.832,-0.168,0.471,0.738,0.231,Central and South America,550.0,1.68856687,14.66276494,16.37258039
Uruguay,2012,6.45,9.949,0.865,67.26,0.871,0.057,0.615,0.692,0.214,Central and South America,604.0,1.81087726,16.04604366,17.87524323
Uruguay,2013,6.444,9.991,0.917,67.34,0.888,-0.053,0.586,0.743,0.253,Central and South America,555.0,1.69735152,14.61002596,16.37437184
Uruguay,2014,6.561,10.02,0.902,67.42,0.904,-0.083,0.533,0.788,0.251,Central and South America,601.0,1.87099184,15.98782324,17.67420413
Uruguay,2015,6.628,10.021,0.891,67.5,0.917,-0.042,0.673,0.812,0.3,Central and South America,643.0,1.95043528,16.68783431,18.84520234
Uruguay,2016,6.171,10.034,0.9,67.5,0.886,-0.082,0.676,0.735,0.283,Central and South America,715.0,2.0861903,18.58853706,20.88122264
Uruguay,2017,6.336,10.048,0.914,67.5,0.898,-0.101,0.627,0.742,0.28,Central and South America,688.0,2.07397582,18.15448594,20.01954816
Uruguay,2018,6.372,10.051,0.917,67.5,0.876,-0.106,0.683,0.775,0.275,Central and South America,710.0,2.08040319,18.29548606,20.5839761
Uruguay,2019,6.6,10.054,0.933,67.5,0.903,-0.104,0.599,0.764,0.222,Central and South America,723.0,2.07716839,18.67617487,20.88548687
Uruguay,2020,6.31,9.991,0.921,67.5,0.908,-0.091,0.491,0.721,0.265,Central and South America,719.0,2.20302111,18.83238006,20.69821201
Uzbekistan,2011,5.739,8.554,0.924,62.54,0.934,0.035,0.522,0.663,0.123,Asia,1640.0,1.14482768,5.46999962,5.58975932
Uzbekistan,2012,6.019,8.608,0.933,62.78,0.914,-0.044,0.463,0.65,0.118,Asia,1835.0,1.25695263,6.0772105,6.16300259
Uzbekistan,2013,5.94,8.662,0.963,63.02,0.95,-0.04,0.434,0.686,0.13,Asia,1950.0,1.33862376,6.34634988,6.44773637
Uzbekistan,2014,6.049,8.712,0.952,63.26,0.954,0.055,0.536,0.713,0.106,Asia,2098.0,1.40089877,6.72324476,6.82106307
Uzbekistan,2015,5.972,8.764,0.968,63.5,0.98,0.368,0.471,0.778,0.103,Asia,2392.0,1.57332193,7.51200653,7.64243403
Uzbekistan,2017,6.421,8.831,0.942,64.1,0.985,0.116,0.465,0.745,0.203,Asia,2417.0,1.50382957,7.42492266,7.46251122
Uzbekistan,2018,6.205,8.865,0.921,64.4,0.97,0.312,0.52,0.746,0.209,Asia,2278.0,1.4705028,6.90429191,6.91222587
Uzbekistan,2019,6.154,8.902,0.915,64.7,0.97,0.298,0.511,0.751,0.22,Asia,2318.0,1.49965388,7.00017133,6.90283823
Venezuela,2006,6.525,9.467,0.946,65.46,0.798,-0.035,0.646,0.837,0.178,Central and South America,945.0,0.7766719,3.7954271,3.51952764
Venezuela,2008,6.258,9.719,0.922,65.38,0.678,-0.23,0.776,0.818,0.224,Central and South America,870.0,0.65094911,3.37047295,3.14808688
Venezuela,2009,7.189,9.567,0.945,65.34,0.677,-0.121,0.828,0.792,0.18,Central and South America,751.0,0.55739871,2.8347911,2.67917577
Venezuela,2010,7.478,9.748,0.932,65.3,0.768,-0.161,0.754,0.847,0.13,Central and South America,775.0,0.55955063,2.86366038,2.72504091
Venezuela,2011,6.58,9.859,0.931,65.26,0.766,-0.232,0.772,0.823,0.199,Central and South America,764.0,0.53419102,2.8216798,2.6447083
Venezuela,2012,7.067,9.862,0.932,65.22,0.804,-0.199,0.743,0.844,0.176,Central and South America,731.0,0.49362875,2.62902676,2.48971104
Venezuela,2013,6.553,9.802,0.896,65.18,0.642,-0.228,0.837,0.812,0.238,Central and South America,618.0,0.41234087,2.1717147,2.0751458
Venezuela,2014,6.136,9.366,0.904,65.14,0.57,-0.188,0.827,0.797,0.244,Central and South America,569.0,0.35096376,1.99403474,1.89395402
Venezuela,2015,5.569,8.532,0.911,65.1,0.512,-0.086,0.813,0.837,0.223,Central and South America,575.0,0.34173709,2.01075831,1.91145292
Venezuela,2016,4.041,7.602,0.902,64.925,0.458,-0.056,0.89,0.676,0.392,Central and South America,843.0,0.44258009,2.94244619,2.82400187
